"BFY","FTYP","FUNDTYPE","DEPARTMENT","RSRC","REVSOURCE","BUDCURR","REVBFY"
"2026","GNFD","General Fund","Park and Recreation","7219","Chgs Serv-Bldg Use Fee","200 000","55 676,44"
"2026","GNFD","General Fund","Park and Recreation","721A","Chgs Serv-Adult Admission Bahama Beach","640 214","0"
"2026","GNFD","General Fund","Park and Recreation","721B","Chgs Serv-Cooler Entry Fee Bahama Beach","19 699","0"
"2026","GNFD","General Fund","Park and Recreation","721C","Chgs Serv-Locker Rental Bahama Beach","21 000","0"
"2026","GNFD","General Fund","Park and Recreation","721D","Chgs Serv-Jr Admission Bahama Beach","111 000","0"
"2026","GNFD","General Fund","Park and Recreation","7220","Recreation Small Room Fee","44 851","7 723,18"
"2026","GNFD","General Fund","Park and Recreation","7221","Chgs Serv-Basketball Fee1/2/Ct","20 000","6 728,28"
"2026","GNFD","General Fund","Park and Recreation","7222","Civic Reservation","2 440","500"
"2026","GNFD","General Fund","Park and Recreation","7223","Chgs Serv-Basketball Fee Full","264 874","77 525,96"
"2026","GNFD","General Fund","Park and Recreation","7224","Non-Resident Adult Activy Card","20 550","5 231,89"
"2026","GNFD","General Fund","Park and Recreation","7225","Tennis Singles Court Fee","5 190","0"
"2026","GNFD","General Fund","Park and Recreation","7226","Chgs Serv-Tennis Doubles Court Fee","21 489","0"
"2026","GNFD","General Fund","Park and Recreation","7227","Receration Center Id 2-17","0","624,43"
"2026","GNFD","General Fund","Park and Recreation","7228","Recreation Center Id 18-62","63 000","29 904,31"
"2026","GNFD","General Fund","Park and Recreation","7229","Receration Center Id 63-Over","28 287","20 608,28"
"2026","GNFD","General Fund","Park and Recreation","7230","Recreation Large Room Fee","209 529","70 984,2"
"2026","GNFD","General Fund","Park and Recreation","7237","Tennis Lessons","40 382","0"
"2026","GNFD","General Fund","Park and Recreation","723A","Chgs Serv-Athletic Field Reven","515 948","78 817,11"
"2026","GNFD","General Fund","Park and Recreation","7241","Chgs Serv-Golfcar Cds Sr/Hhdcp","150","0"
"2026","GNFD","General Fund","Park and Recreation","7243","Chgs Serv-Golf Cards Jr Grnfee","9 800","3 941,39"
"2026","GNFD","General Fund","Park and Recreation","7244","Chgs Serv-Golf Punch Cards","31 393","143,56"
"2026","GNFD","General Fund","Park and Recreation","7245","Chgs Serv-Golf Cards Sr Grnfee","10 900","218,66"
"2026","GNFD","General Fund","Park and Recreation","7246","Chgs Serv-Golf Green Fees Jr","27 127","15 702,76"
"2026","GNFD","General Fund","Park and Recreation","7247","Chgs Serv-Golf Gren Fees Sr","491 189","188 371,84"
"2026","GNFD","General Fund","Park and Recreation","7248","Chgs Serv-Glf Bef 4PM Wkdy","353 642","124 991,4"
"2026","GNFD","General Fund","Park and Recreation","7249","Charg For-Golf Grnfees Bef4HOL","1 132 288","357 839,28"
"2026","GNFD","General Fund","Park and Recreation","7250","Charg For-Glf Gf Aft 4PM Wkdy","245 670","84 808,77"
"2026","GNFD","General Fund","Park and Recreation","7251","Chgs Serv-Glf Gf Aft 4PM Hol","363 087","146 049,28"
"2026","GNFD","General Fund","Park and Recreation","7252","Chgs Serv-Golf Pro Revenue Commission","481 769","189 882,9"
"2026","GNFD","General Fund","Park and Recreation","7255","Sundown Golf Fees","294 148","89 195"
"2026","GNFD","General Fund","Park and Recreation","7264","Chgs Serv-Portable Fd&Drnk Con","0","13 000"
"2026","GNFD","General Fund","Park and Recreation","7282","Recreation Center Id 06?11","0","845,6"
"2026","GNFD","General Fund","Park and Recreation","7283","Staff Taught Rec Class","106 251","1 661"
"2026","GNFD","General Fund","Park and Recreation","7550","Service Charge Nsf Checks","0","50"
"2026","GNFD","General Fund","Park and Recreation","7551","Pro Shop Utility Revenue","109 322","23 191,96"
"2026","GNFD","General Fund","Park and Recreation","7552","Greenhouse Utilities Revenue","45 000","0"
"2026","GNFD","General Fund","Park and Recreation","7710","Concession Revenue: Food/Beverage","0","3 725,74"
"2026","GNFD","General Fund","Park and Recreation","7824","Chgs Serv-Concessions","11 444","0"
"2026","GNFD","General Fund","Park and Recreation","8411","Misc-Gifts & Donations","0","13 001,5"
"2026","GNFD","General Fund","Park and Recreation","8424","Misc-Taxable Sales","197 814","0"
"2026","GNFD","General Fund","Park and Recreation","8428","Misc-Misc Revenue","0","11 605"
"2026","GNFD","General Fund","Park and Recreation","8471","Misc-Rental Of Bldgs And Othr","40 371","25 574,94"
"2026","GNFD","General Fund","Park and Recreation","8481","Misc-Percent Mdse Sales Pk Prp","207 052","0"
"2026","GNFD","General Fund","Park and Recreation","8483","Misc-Building Lease","0","11 277,51"
"2026","GNFD","General Fund","Procurement Services","7894","Rebates revenues","225 000","32 805"
"2026","GNFD","General Fund","City Secretary's Office","6511","Igovt Rev-Dallas County","0","0"
"2026","GNFD","General Fund","City Secretary's Office","751A","Chg Serv.-Open Records Requests.","15 000","10 979,24"
"2026","GNFD","General Fund","City Secretary's Office","8411","Misc-Gifts & Donations","0","250"
"2026","GNFD","General Fund","City Secretary's Office","8428","Misc-Misc Revenue","12 000","8 093,55"
"2026","GNFD","General Fund","City Secretary's Office","9303","Copy Service Sales Non Taxable","1 400","137,5"
"2026","GNFD","General Fund","Transportation","6395","Dockless Vehicle Permit","0","0"
"2026","GNFD","General Fund","Transportation","8007","Fines/Parking Fines","0","0"
"2026","GNFD","General Fund","Transportation","8530","Court Cost-Child Safety/School","0","0"
"2026","INSV","Internal Service Fund","Information and Technology Services","7456","Misc for Services","1 833 283","1 671 437,58"
"2026","INSV","Internal Service Fund","Information and Technology Services","8100","Interest On Pooled Invest-Cash","140 681","315 727,7"
"2026","INSV","Internal Service Fund","Information and Technology Services","8104","Accrued Interest On Poold Inv","0","-93 787,58"
"2026","INSV","Internal Service Fund","Information and Technology Services","8116","Amortized Discount/Premium Int","0","132 606,11"
"2026","INSV","Internal Service Fund","Information and Technology Services","8569","Electronic Circuits Telephone","12 674 046","4 271 199"
"2026","INSV","Internal Service Fund","Information and Technology Services","9400","Intrd Rev-Rental","15 197 605","5 792 773,65"
"2026","INSV","Internal Service Fund","Information and Technology Services","9413","Intfd-Desktop Services","1 694 724","4 835 515,1"
"2026","INSV","Internal Service Fund","Information and Technology Services","9414","Intfd-Telephone","13 902 436","4 531 109,45"
"2026","INSV","Internal Service Fund","Information and Technology Services","9415","Data Services Revenue","108 846 212","41 979 391,5"
"2026","INSV","Internal Service Fund","Information and Technology Services","R114","Gain/Loss Sale Of Investment","0","11 647,35"
"2026","INSV","Internal Service Fund","Equip & Bldg Svcs","8415","Misc-Sale of Fixed Assets","0","-236 400"
"2026","INSV","Internal Service Fund","Equip & Bldg Svcs","8437","Misc-Gain On Sle Of Fxd Asset","0","236 400"
"2026","INSV","Internal Service Fund","Equipment and Fleet Management","7887","Misc-Cng Fuel Sales To Non Cit","2 000","587,41"
"2026","INSV","Internal Service Fund","Equipment and Fleet Management","8100","Interest On Pooled Invest-Cash","20 000","0"
"2026","INSV","Internal Service Fund","Equipment and Fleet Management","8414","Misc-Auto Auction/Non-Tax Sls","675 714","950 082,75"
"2026","INSV","Internal Service Fund","Equipment and Fleet Management","8428","Misc-Misc Revenue","25 000","4 921"
"2026","INSV","Internal Service Fund","Equipment and Fleet Management","8446","Misc-Sale Cty Surp Prp/Txbl Sl","0","56 550"
"2026","INSV","Internal Service Fund","Equipment and Fleet Management","9400","Intrd Rev-Rental","41 859 417","0"
"2026","INSV","Internal Service Fund","Equipment and Fleet Management","9401","Intfd Rev-Fuel","23 371 842","0"
"2026","INSV","Internal Service Fund","Equipment and Fleet Management","9403","Commercial Chargeback","7 710 947","0"
"2026","INSV","Internal Service Fund","Equipment and Fleet Management","9405","Intfd Rev-Direct Work Order","563 232","0"
"2026","INSV","Internal Service Fund","Equipment and Fleet Management","9416","Intrd Rev-Motor Pool","374 923","0"
"2026","INSV","Internal Service Fund","Office of Management Services","9417","Intrd Rev-GO Bond Reimbursement","4 492 389","179 111,04"
"2026","INSV","Internal Service Fund","Office of Management Services","9421","Intrd Rev-Other Reimb for Non-Bond Projects","0","7 403,76"
"2026","INSV","Internal Service Fund","Transportation and Public Works","7045","After Hours Inspection","99 000","57 112,5"
"2026","INSV","Internal Service Fund","Transportation and Public Works","9417","Intrd Rev-GO Bond Reimbursement","13 282 302","4 025 927,64"
"2026","INSV","Internal Service Fund","Transportation and Public Works","9418","Intrd Rev-GF Reimb for Non-Bond Projects","1 330 195","226 493,56"
"2026","INSV","Internal Service Fund","Transportation and Public Works","9419","Intrd Rev-SDM Reimb for Non-Bond Projects","72 450","10 488,12"
"2026","INSV","Internal Service Fund","Transportation and Public Works","9420","Intrd Rev-DWU Reimb for Non-Bond Projects","1 570 609","134 709,58"
"2026","INSV","Internal Service Fund","Park and Recreation","9417","Intrd Rev-GO Bond Reimbursement","4 299 490","0"
"2026","INSV","Internal Service Fund","Park and Recreation","9418","Intrd Rev-GF Reimb for Non-Bond Projects","579 667","0"
"2026","INSV","Internal Service Fund","Procurement Services","7403","Chgs Serv-Postage Sales","600 000","249 350,22"
"2026","INSV","Internal Service Fund","Procurement Services","7407","Chgs Serv-Supply Sales","73 050","19 871,78"
"2026","INSV","Internal Service Fund","Procurement Services","7543","Sales Non Taxable","5 500","1 291,56"
"2026","INSV","Internal Service Fund","Procurement Services","7894","Rebates revenues","35 000","9 882,18"
"2026","INSV","Internal Service Fund","Procurement Services","8100","Interest On Pooled Invest-Cash","0","60 345,42"
"2026","INSV","Internal Service Fund","Procurement Services","8104","Accrued Interest On Poold Inv","0","3 089,08"
"2026","INSV","Internal Service Fund","Procurement Services","8116","Amortized Discount/Premium Int","0","24 926,59"
"2026","INSV","Internal Service Fund","Procurement Services","8420","Misc-Handling Charges","1 200 000","458 757,38"
"2026","INSV","Internal Service Fund","Procurement Services","8424","Misc-Taxable Sales","80 000","32 444,09"
"2026","INSV","Internal Service Fund","Procurement Services","8432","Misc-Sale Cty Surp Prp/Non Tx","55 000","19 981,14"
"2026","INSV","Internal Service Fund","Procurement Services","8446","Misc-Sale Cty Surp Prp/Txbl Sl","85 000","52 705"
"2026","INSV","Internal Service Fund","Procurement Services","9303","Copy Service Sales Non Taxable","300 000","200 532,45"
"2026","INSV","Internal Service Fund","Procurement Services","R114","Gain/Loss Sale Of Investment","0","2 163,99"
"2026","OTHO","Other Operating Fund","Information and Technology Services","7911","9-1-1 Service Receipts","7 187 048","3 166 147,09"
"2026","OTHO","Other Operating Fund","Information and Technology Services","7912","Wireline Revenues","8 775 132","5 408 072,45"
"2026","OTHO","Other Operating Fund","Information and Technology Services","7913","Cama Trunk Revenue","3 785","0"
"2026","OTHO","Other Operating Fund","Information and Technology Services","8100","Interest On Pooled Invest-Cash","117 107","209 394,77"
"2026","OTHO","Other Operating Fund","Information and Technology Services","8104","Accrued Interest On Poold Inv","0","8 125,91"
"2026","OTHO","Other Operating Fund","Information and Technology Services","8116","Amortized Discount/Premium Int","0","86 002,33"
"2026","OTHO","Other Operating Fund","Information and Technology Services","R114","Gain/Loss Sale Of Investment","0","7 415,06"
"2026","OTHO","Other Operating Fund","Office of Risk Management","8100","Interest On Pooled Invest-Cash","0","40 227,74"
"2026","OTHO","Other Operating Fund","Office of Risk Management","8104","Accrued Interest On Poold Inv","0","21 355,8"
"2026","OTHO","Other Operating Fund","Office of Risk Management","8116","Amortized Discount/Premium Int","0","14 609,54"
"2026","OTHO","Other Operating Fund","Office of Risk Management","9201","Intfd Rev-Tran Fr Othr Fds-Rev","7 489 891","7 489 891"
"2026","OTHO","Other Operating Fund","Office of Risk Management","R114","Gain/Loss Sale Of Investment","0","799,2"
"2026","OTHO","Other Operating Fund","Human Resources","8496","City Contribution To Health Fund","2 316 406","0"
"2026","OTHS","Other - State Reimbursements","Transportation and Public Works","6390","Lics/Pmts-Ambulance","68 000","61 354"
"2026","OTHS","Other - State Reimbursements","Transportation and Public Works","6391","Lics/Pmts-Vehicle Immobilization","3 000","550"
"2026","OTHS","Other - State Reimbursements","Transportation and Public Works","6392","Lics/Pmts-Motor Vehicle Tow","20 000","9 334"
"2026","OTHS","Other - State Reimbursements","Transportation and Public Works","6393","Lics/Pmts-Emergency Wrecker Fee","75 000","9 620"
"2026","OTHS","Other - State Reimbursements","Transportation and Public Works","6394","Lics/Pmts-Transportation for Hire","563 332","169 947"
