"BFY","FTYP","FUNDTYPE","DEPARTMENT","RSRC","REVSOURCE","BUDCURR","REVBFY"
"2025","DSGO","General Obligation Debt Service","Office of Budget and Management Services","6001","Prop.Taxs-Real Est-Current","410 201 835","407 900 570,35"
"2025","DSGO","General Obligation Debt Service","Office of Budget and Management Services","6002","Prop.Taxs-Rl Est-Pr Rolls","-2 364 435","-2 570 841,42"
"2025","DSGO","General Obligation Debt Service","Office of Budget and Management Services","6007","Prop.Taxs-Penalty & Interest","2 708 151","3 157 778,81"
"2025","DSGO","General Obligation Debt Service","Office of Budget and Management Services","8013","Part Pay Installment Fee City","0","0"
"2025","DSGO","General Obligation Debt Service","Office of Budget and Management Services","8100","Interest On Pooled Invest-Cash","0","6 473 852,25"
"2025","DSGO","General Obligation Debt Service","Office of Budget and Management Services","8103","Interest-Miscelleaneous","0","137 235,9"
"2025","DSGO","General Obligation Debt Service","Office of Budget and Management Services","8104","Accrued Interest On Poold Inv","0","178 616,99"
"2025","DSGO","General Obligation Debt Service","Office of Budget and Management Services","8116","Amortized Discount/Premium Int","0","1 707 499,15"
"2025","DSGO","General Obligation Debt Service","Office of Budget and Management Services","8125","Interest On Pooled Invest-Coup","500 000","0"
"2025","DSGO","General Obligation Debt Service","Office of Budget and Management Services","8428","Misc-Misc Revenue","0","3 996,02"
"2025","DSGO","General Obligation Debt Service","Office of Budget and Management Services","8519","Insurance Recovery","8 000 000","0"
"2025","DSGO","General Obligation Debt Service","Office of Budget and Management Services","8525","Liability Reserve","760 014","0"
"2025","DSGO","General Obligation Debt Service","Office of Budget and Management Services","8585","Revenue-GO 2010B BABS Subsidy","0","757 039,68"
"2025","DSGO","General Obligation Debt Service","Office of Budget and Management Services","9201","Intfd Rev-Tran Fr Othr Fds-Rev","26 779 765","27 306 542,04"
"2025","DSGO","General Obligation Debt Service","Office of Budget and Management Services","9204","Interfund Transfer-Pension Obligation Bond","18 942 958","19 046 442,31"
"2025","DSGO","General Obligation Debt Service","Office of Budget and Management Services","R114","Gain/Loss Sale Of Investment","0","-40 776,19"
"2025","EFOP","Enterprise Operating Fund","Aviation","7219","Chgs Serv-Bldg Use Fee","0","0"
"2025","EFOP","Enterprise Operating Fund","Aviation","7277","Chg Serv-Interest On Del Accts","0","96,07"
"2025","EFOP","Enterprise Operating Fund","Aviation","7437","Facility Maintenance Charge-Tenants","0","43 800"
"2025","EFOP","Enterprise Operating Fund","Aviation","7550","Service Charge Nsf Checks","0","30"
"2025","EFOP","Enterprise Operating Fund","Aviation","7701","CBP International Arrival Fee","1 400 000","1 311 520,48"
"2025","EFOP","Enterprise Operating Fund","Aviation","7702","TNC Revenues","4 638 284","4 346 755,81"
"2025","EFOP","Enterprise Operating Fund","Aviation","7703","Badging Fees","540 000","726 853,66"
"2025","EFOP","Enterprise Operating Fund","Aviation","7704","Conference Room  Rental Fee","9 500","8 147"
"2025","EFOP","Enterprise Operating Fund","Aviation","7705","Non-Signatory Airlines Landing Fee","876 565","1 431 387,93"
"2025","EFOP","Enterprise Operating Fund","Aviation","7706","GA Landing Fee","7 500 000","7 495 437,39"
"2025","EFOP","Enterprise Operating Fund","Aviation","7707","DAL Ground/Field Rental","10 737 364","14 333 738,86"
"2025","EFOP","Enterprise Operating Fund","Aviation","7708","DAL Terminal Rental","62 925 204","60 330 341,63"
"2025","EFOP","Enterprise Operating Fund","Aviation","7709","DEA Ground/Field Rental","1 046 098","1 259 051,19"
"2025","EFOP","Enterprise Operating Fund","Aviation","7710","Concession Revenue: Food/Beverage","14 823 872","13 604 602,51"
"2025","EFOP","Enterprise Operating Fund","Aviation","7711","Concession Revenue: Retail","6 259 919","5 296 374,75"
"2025","EFOP","Enterprise Operating Fund","Aviation","7712","Concession Revenue: Advertising & Misc","2 444 254","2 844 665,4"
"2025","EFOP","Enterprise Operating Fund","Aviation","7713","Concession Revenue: NTTA (Unpaid Trip Fees)","0","24 116"
"2025","EFOP","Enterprise Operating Fund","Aviation","7714","Concession Revenue: DEA Concession Revenue","12 000","10 775,28"
"2025","EFOP","Enterprise Operating Fund","Aviation","7715","Concession Revenue: Garage Parking","19 799 471","22 534 173,52"
"2025","EFOP","Enterprise Operating Fund","Aviation","7716","Concession Revenue: Valet","3 775 957","4 412 370,39"
"2025","EFOP","Enterprise Operating Fund","Aviation","7717","Concession Revenues: NTTA","19 783 998","22 504 843,19"
"2025","EFOP","Enterprise Operating Fund","Aviation","7718","Concession Revenue: Love Connection & Others","852 125","1 225 862,48"
"2025","EFOP","Enterprise Operating Fund","Aviation","7808","Chgs Serv-Rental-Off Airport","1 148 037","716 169,76"
"2025","EFOP","Enterprise Operating Fund","Aviation","7809","Chgs Serv-Aviation Landing Fee","30 680 212","35 231 966,04"
"2025","EFOP","Enterprise Operating Fund","Aviation","7811","Chgs Serv-Aviation Concessions","14 579 145","11 944 581,63"
"2025","EFOP","Enterprise Operating Fund","Aviation","7812","Chgs Serv-Aviatin Fuel Flow Fe","195 000","162 375,86"
"2025","EFOP","Enterprise Operating Fund","Aviation","7813","Chgs Serv-Service Charges","228 058","671 843,05"
"2025","EFOP","Enterprise Operating Fund","Aviation","7814","Rental On Airport Non Taxable","2 788 676","3 775 457,91"
"2025","EFOP","Enterprise Operating Fund","Aviation","781F","Tenant Parking-Taxable","0","1 253,82"
"2025","EFOP","Enterprise Operating Fund","Aviation","7821","Cable Television Installation","195 000","194 318,26"
"2025","EFOP","Enterprise Operating Fund","Aviation","7856","Chgs Serv-Late Paymt Penal-Wt","10 000","-177,5"
"2025","EFOP","Enterprise Operating Fund","Aviation","8100","Interest On Pooled Invest-Cash","400 000","5 876 288,64"
"2025","EFOP","Enterprise Operating Fund","Aviation","8104","Accrued Interest On Poold Inv","80 000","-34 740,85"
"2025","EFOP","Enterprise Operating Fund","Aviation","8116","Amortized Discount/Premium Int","40 000","1 529 230,91"
"2025","EFOP","Enterprise Operating Fund","Aviation","8415","Misc-Sale of Fixed Assets","0","-30 250"
"2025","EFOP","Enterprise Operating Fund","Aviation","8428","Misc-Misc Revenue","330 000","656 763,38"
"2025","EFOP","Enterprise Operating Fund","Aviation","8437","Misc-Gain On Sle Of Fxd Asset","0","30 250"
"2025","EFOP","Enterprise Operating Fund","Aviation","8488","Miscellaneous Refunds","0","133 689,19"
"2025","EFOP","Enterprise Operating Fund","Aviation","8495","City Contribution To Life","0","0"
"2025","EFOP","Enterprise Operating Fund","Aviation","8496","City Contribution To Health Fund","0","0"
"2025","EFOP","Enterprise Operating Fund","Aviation","8499","Emp Contribution To Health","0","0"
"2025","EFOP","Enterprise Operating Fund","Aviation","8706","Employee Contribution To Emsp","0","0"
"2025","EFOP","Enterprise Operating Fund","Aviation","R114","Gain/Loss Sale Of Investment","0","-33 569,06"
"2025","EFOP","Enterprise Operating Fund","Code Compliance","6342","Lics/Pmts-Certificate of Occupancy Inspection CCS","0","0"
"2025","EFOP","Enterprise Operating Fund","Convention And Event Services","6343","Lics/Pmts-Neighborhood Farmers Market","600","2 725"
"2025","EFOP","Enterprise Operating Fund","Convention And Event Services","7292","Chgs Serv-Cancellation Fees","0","141 110"
"2025","EFOP","Enterprise Operating Fund","Convention And Event Services","7436","Amtract Rental","21 616","67 100"
"2025","EFOP","Enterprise Operating Fund","Convention And Event Services","7443","Chgs Serv-Vending Non Taxable","0","194 734"
"2025","EFOP","Enterprise Operating Fund","Convention And Event Services","7456","Misc for Services","525 005","1 551 509,06"
"2025","EFOP","Enterprise Operating Fund","Convention And Event Services","7550","Service Charge Nsf Checks","0","570"
"2025","EFOP","Enterprise Operating Fund","Convention And Event Services","7815","Chgs Serv-Telephone Rental","1 243 800","1 278 343,71"
"2025","EFOP","Enterprise Operating Fund","Convention And Event Services","7816","Facil & Equip Rental Non Taxab","9 392 157","7 483 289,18"
"2025","EFOP","Enterprise Operating Fund","Convention And Event Services","781A","Chgs Serv-Special Event Permit","85 000","126 970,11"
"2025","EFOP","Enterprise Operating Fund","Convention And Event Services","781B","Chgs Serv-Commerc Filming Fee","12 000","33 240"
"2025","EFOP","Enterprise Operating Fund","Convention And Event Services","781D","Chgs Serv-Pole Banner Rental","45 000","67 860"
"2025","EFOP","Enterprise Operating Fund","Convention And Event Services","781V","Chgs Serv-Venue & Promotors Ordinance","2 500","4 725"
"2025","EFOP","Enterprise Operating Fund","Convention And Event Services","7822","Chgs Serv-Contract Service","20 016 797","16 245 624,3"
"2025","EFOP","Enterprise Operating Fund","Convention And Event Services","7832","Electrical Services Tax Exempt","735 636","2 213 503,91"
"2025","EFOP","Enterprise Operating Fund","Convention And Event Services","7838","Convention Ctr Parking Non-Tax","1 263 534","1 933 737,09"
"2025","EFOP","Enterprise Operating Fund","Convention And Event Services","7839","Sound/Lighting Tax Exempt","312 038","86 911,02"
"2025","EFOP","Enterprise Operating Fund","Convention And Event Services","7842","Chgs Serv-Parking-Plaza Garage","0","21 804,17"
"2025","EFOP","Enterprise Operating Fund","Convention And Event Services","7843","Chgs Serv-Parking Conv Ctr Gar","5 500","199,93"
"2025","EFOP","Enterprise Operating Fund","Convention And Event Services","7868","Chgs Serv-Ww-Whsl Rev Surcharg","0","0"
"2025","EFOP","Enterprise Operating Fund","Convention And Event Services","7894","Rebates revenues","75 000","0"
"2025","EFOP","Enterprise Operating Fund","Convention And Event Services","8100","Interest On Pooled Invest-Cash","0","3 452 595,85"
"2025","EFOP","Enterprise Operating Fund","Convention And Event Services","8104","Accrued Interest On Poold Inv","0","-238 159,71"
"2025","EFOP","Enterprise Operating Fund","Convention And Event Services","8116","Amortized Discount/Premium Int","0","953 248,72"
"2025","EFOP","Enterprise Operating Fund","Convention And Event Services","8201","Othr Sales-Alcoholic Beverages","19 209 215","17 794 111,37"
"2025","EFOP","Enterprise Operating Fund","Convention And Event Services","8410","Misc-Rental Othr Properties","0","656,46"
"2025","EFOP","Enterprise Operating Fund","Convention And Event Services","8414","Misc-Auto Auction/Non-Tax Sls","0","23 024,25"
"2025","EFOP","Enterprise Operating Fund","Convention And Event Services","8428","Misc-Misc Revenue","500","2 462,46"
"2025","EFOP","Enterprise Operating Fund","Convention And Event Services","8446","Misc-Sale Cty Surp Prp/Txbl Sl","0","75 852"
"2025","EFOP","Enterprise Operating Fund","Convention And Event Services","8471","Misc-Rental Of Bldgs And Othr","196 637","200 344,23"
"2025","EFOP","Enterprise Operating Fund","Convention And Event Services","8482","Misc-Land Lease","697 600","1 730 222,4"
"2025","EFOP","Enterprise Operating Fund","Convention And Event Services","8495","City Contribution To Life","0","0"
"2025","EFOP","Enterprise Operating Fund","Convention And Event Services","8496","City Contribution To Health Fund","0","0"
"2025","EFOP","Enterprise Operating Fund","Convention And Event Services","8706","Employee Contribution To Emsp","0","0"
"2025","EFOP","Enterprise Operating Fund","Convention And Event Services","9499","Disc For Prompt Payment","0","-805 793,05"
"2025","EFOP","Enterprise Operating Fund","Convention And Event Services","9500","Hotel Occup Tax","83 518 628","79 852 245,76"
"2025","EFOP","Enterprise Operating Fund","Convention And Event Services","9501","Hotel Occup Tax-Int","0","48 376,31"
"2025","EFOP","Enterprise Operating Fund","Convention And Event Services","9502","Hotel Occup Tax-Penalty","0","212 095,36"
"2025","EFOP","Enterprise Operating Fund","Convention And Event Services","R114","Gain/Loss Sale Of Investment","0","-20 633,67"
"2025","EFOP","Enterprise Operating Fund","Sustainable Development and Construction","7040","Certificate Of Occupancy","0","0"
"2025","EFOP","Enterprise Operating Fund","Sustainable Development and Construction","7041","Registrations","0","0"
"2025","EFOP","Enterprise Operating Fund","Sustainable Development and Construction","7048","Board Of Adjustments/Sign","0","0"
"2025","EFOP","Enterprise Operating Fund","Sustainable Development and Construction","704A","Site Plan Review","0","0"
"2025","EFOP","Enterprise Operating Fund","Sustainable Development and Construction","704B","Building Plan Review","0","0"
"2025","EFOP","Enterprise Operating Fund","Sustainable Development and Construction","704Q","Remodel Residential","0","0"
"2025","EFOP","Enterprise Operating Fund","Sustainable Development and Construction","704R","Bldg Permit Remodel","0","0"
"2025","EFOP","Enterprise Operating Fund","Sustainable Development and Construction","704S","Bldg Permit Single Family","0","0"
"2025","EFOP","Enterprise Operating Fund","Sustainable Development and Construction","7053","Bldg Insp Backflow Prevention","0","0"
"2025","EFOP","Enterprise Operating Fund","Sustainable Development and Construction","7060","PDV Technology Fee","0","0"
"2025","EFOP","Enterprise Operating Fund","Sustainable Development and Construction","7401","Zoning/Lndmk Sign Applic Fees","0","0"
"2025","EFOP","Enterprise Operating Fund","Sustainable Development and Construction","7528","Zoning Verif Letter-Non Taxabl","0","0"
"2025","EFOP","Enterprise Operating Fund","Sustainable Development and Construction","7876","Private Development Review","0","0"
"2025","EFOP","Enterprise Operating Fund","Sustainable Development and Construction","787W","Water Service Availa Nontaxabl","0","0"
"2025","EFOP","Enterprise Operating Fund","Sustainable Development and Construction","8100","Interest On Pooled Invest-Cash","0","0"
"2025","EFOP","Enterprise Operating Fund","Sustainable Development and Construction","8104","Accrued Interest On Poold Inv","0","0"
"2025","EFOP","Enterprise Operating Fund","Sustainable Development and Construction","8116","Amortized Discount/Premium Int","0","0"
"2025","EFOP","Enterprise Operating Fund","Sustainable Development and Construction","8415","Misc-Sale of Fixed Assets","0","-3 100"
"2025","EFOP","Enterprise Operating Fund","Sustainable Development and Construction","8428","Misc-Misc Revenue","0","0"
"2025","EFOP","Enterprise Operating Fund","Sustainable Development and Construction","8437","Misc-Gain On Sle Of Fxd Asset","0","3 100"
"2025","EFOP","Enterprise Operating Fund","Sustainable Development and Construction","R114","Gain/Loss Sale Of Investment","0","0"
"2025","EFOP","Enterprise Operating Fund","Dallas Fire-Rescue","8428","Misc-Misc Revenue","0","0"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","7211","Chgs Serv-City Wide Over/Short","0","317 044"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","7277","Chg Serv-Interest On Del Accts","0","1 152,58"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","7476","Chgs Serv-Wellness Prog Rev","0","15,65"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","7500","Chgs Serv-Sanit Billing Fees","540 812","540 812"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","7501","Chgs Serv-Misc Operation Reven","1 604 466","2 132 736,57"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","7549","Chg Serv-Stormwtr Billing Fees","931 431","931 431"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","7550","Service Charge Nsf Checks","150 000","184 641,29"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","7807","Chgs Serv-Print(Doc Frms)Ntxbl","20 000","0"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","7810","Chgs Serv-Print(Docu Frms)Sale","7 500","0"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","7834","Chgs Serv-Tr Wat-Tot Rev Retai","375 513 294","388 143 524,99"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","7836","Chgs Serv-Tr Wat-Tot Rev Whsl","119 312 271","120 693 846,14"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","7847","Chgs Serv-Raw Wat-Tot Rev Reta","871 723","1 591 756,4"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","7849","Chgs Serv-Raw Wat-Totl Rev Whs","12 067 974","12 561 316,26"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","7855","Chgs Serv-Serv Charges-Water","3 300 000","2 106 130"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","7856","Chgs Serv-Late Paymt Penal-Wt","3 200 000","3 035 241,47"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","7860","Chgs Serv-Cross Connect Cntl F","20 000","0"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","7862","Chgs Serv-Ww-Totl Rev Retail","278 755 773","286 772 308,29"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","7864","Chgs Serv-Ww-Total Rev Whsl","14 587 754","15 409 247,61"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","7866","Chgs Serv-Ww-Retl Rev Surcharg","7 021 724","5 396 380"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","7868","Chgs Serv-Ww-Whsl Rev Surcharg","550 000","28 340,18"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","7873","Chgs Serv-Late Paymt Pen-Ww","2 700 000","2 502 967,33"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","8015","Fines/For-Refnds-Fines & Forf","2 500","0"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","8100","Interest On Pooled Invest-Cash","2 675 395","13 824 569,55"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","8101","Interest-Int On Cert Of Dep","100 000","0"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","8103","Interest-Miscelleaneous","224 822","193 916"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","8104","Accrued Interest On Poold Inv","1 160 000","-733 372"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","8116","Amortized Discount/Premium Int","135 245","3 519 461,16"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","8410","Misc-Rental Othr Properties","0","485"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","8415","Misc-Sale of Fixed Assets","0","-183 900"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","8416","Misc-Proceeds Fr Sale Of Land","2 500","0"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","8420","Misc-Handling Charges","0","1 225"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","8428","Misc-Misc Revenue","200 000","120 882,98"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","8432","Misc-Sale Cty Surp Prp/Non Tx","20 000","137 060"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","8437","Misc-Gain On Sle Of Fxd Asset","0","183 900"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","8438","Misc-Accr Int-Sale Of Bond","0","7 133 344,93"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","8446","Misc-Sale Cty Surp Prp/Txbl Sl","0","35 919,25"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","8450","Misc-Taps-Water Permits","555 000","1 250 101,94"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","8451","Misc-Laterals-Sewer Permits","350 000","654 575"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","8452","Misc-Water Pro Rata Refund","16 900","92 745,69"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","8458","Misc-Water Special Assessments","16 580","0"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","8482","Misc-Land Lease","100 000","23 354,49"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","8495","City Contribution To Life","0","0"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","8496","City Contribution To Health Fund","0","0"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","8706","Employee Contribution To Emsp","0","0"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","8803","Concession-Rev Lake Ray Hubbard","150 000","108 325,39"
"2025","EFOP","Enterprise Operating Fund","Dallas Water Utilities","R114","Gain/Loss Sale Of Investment","0","-80 004,33"
"2025","EFOP","Enterprise Operating Fund","Facilities and Real Estate Management","7277","Chg Serv-Interest On Del Accts","0","0"
"2025","EFOP","Enterprise Operating Fund","Facilities and Real Estate Management","8200","License Fees","0","0"
"2025","EFOP","Enterprise Operating Fund","Office of Arts and Culture","7289","Other Collectible Cost Recopument","451 077","0"
"2025","EFOP","Enterprise Operating Fund","Office of Arts and Culture","8100","Interest On Pooled Invest-Cash","0","3 358,19"
"2025","EFOP","Enterprise Operating Fund","Office of Arts and Culture","8104","Accrued Interest On Poold Inv","0","-321,05"
"2025","EFOP","Enterprise Operating Fund","Office of Arts and Culture","8116","Amortized Discount/Premium Int","0","829,6"
"2025","EFOP","Enterprise Operating Fund","Office of Arts and Culture","8428","Misc-Misc Revenue","0","410 576,41"
"2025","EFOP","Enterprise Operating Fund","Office of Arts and Culture","8495","City Contribution To Life","0","0"
"2025","EFOP","Enterprise Operating Fund","Office of Arts and Culture","8496","City Contribution To Health Fund","0","0"
"2025","EFOP","Enterprise Operating Fund","Office of Arts and Culture","R114","Gain/Loss Sale Of Investment","0","-22,78"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","6370","Lics/Pmts-Fire Prevent Permit","181 958","240 165"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","7040","Certificate Of Occupancy","1 858 528","1 659 641,42"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","7041","Registrations","1 102 569","1 222 213,34"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","7042","Electrical License/Exam","533","160"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","7043","Special/Plat","982 096","1 313 153,08"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","7044","Re-Inspection Fee","223 647","241 805"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","7045","After Hours Inspection","350 636","316 050"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","7046","Document Sales Non Taxable","24 353","128,45"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","7047","Miscellaneous Bldg Insp","1 286 840","1 035 404,16"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","7048","Board Of Adjustments/Sign","192 618","219 395"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","704A","Site Plan Review","100 588","421 231,08"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","704B","Building Plan Review","6 131 218","6 595 468,02"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","704C","Bldg Permit Commercial","3 424 561","1 958 264,44"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","704D","Demolition Permit","129 386","344 547,37"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","704E","Express Plan Review-Nontaxable","2 775 532","1 922 350,37"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","704F","After-hour Gas & Electric release","667","950"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","704G","Bldg Inspection board Fees-Appeals","381","0"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","704I","Consultation Fee-Staff Time","231 868","212 722"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","704J","Expedited Plan Review Per Trade","93 325","67 710"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","704K","Expedited Priority Inspection-Same Day","93 325","10 750"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","704M","Bldg Permit Multi Family","2 177 728","2 053 393,58"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","704O","Plan Review-Sign Installation or Construction","206 880","87 385"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","704P","Pre-Development Meetings-Structure","309 457","277 439,2"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","704Q","Remodel Residential","6 264 223","5 063 877,62"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","704R","Bldg Permit Remodel","13 222 847","10 342 800,21"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","704S","Bldg Permit Single Family","2 667 443","2 349 743,95"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","704T","Tree Removal Permit Nontaxable","8 084","8 646,42"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","704U","Unauthorized Cover Up Fee","34 664","21 750"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","704V","Zoning Research Only Fee","9 110","6 200"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","704X","Partial Team Review Fee","0","7 000"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","704Y","Professional Self Certification","0","2 620,43"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","7053","Bldg Insp Backflow Prevention","170 718","319 758"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","7054","Billboard Licensing Insp Fee","5 488","52 646"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","705B","Temp Certificate of Occupancy Extension","255 947","86 460"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","705C","Parking Agreement Amendment/term","3 333","4 496"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","705D","Zoning Determination Letter","16 231","68 407"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","7060","PDV Technology Fee","0","844 874"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","7061","PDV Inspection Fee","0","3 547 052,5"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","7062","PDV BIC Record Change","0","98 140"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","7063","PDV Floodplain Miscellaneous Review Fee","0","95 920"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","7064","PDV Address Assignment Fee","0","44 700"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","7065","PDV Sidewalk Waiver Fee","0","18 720"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","7066","PDV Notary Fee","0","25"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","7067","PDV Review Plats and Field Notes","0","17 900"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","70MR","Multi-family Remodel","1 316 403","850 028,4"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","7211","Chgs Serv-City Wide Over/Short","0","-1 481,09"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","7401","Zoning/Lndmk Sign Applic Fees","708 879","505 977,71"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","7468","Food Permit Application Fee","0","0"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","7512","Specialprovisionsigndistrictfe","8 719","9 131"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","7516","Misc Docket Items Fee","64 542","34 849,8"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","7527","Mobile Unit & Kiosk/Coffee Cart Plan Review Fee","49 773","67 749"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","7528","Zoning Verif Letter-Non Taxabl","230 426","270 905"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","7529","Zoning Notify Sign Non Tax","9 741","7 402"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","7545","On-Line Search Non Taxable","0","1 200"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","7550","Service Charge Nsf Checks","1 222","1 800"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","7810","Chgs Serv-Print(Docu Frms)Sale","13","0"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","7820","Print And Map Sales Non Taxabl","1 342","24 279"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","7876","Private Development Review","3 173 141","1 975 433,4"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","787B","Fire Sprinkler Plan Review","335 291","469 876,6"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","787C","Infrastructure Inspection","782 841","212 538,34"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","787D","Addendum Fees","107 481","73 998,5"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","787E","Escarpment Permit Nontaxable","8 683","8 127"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","787S","Wastewater Svc Availa Nontaxab","63 580","12 000"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","787W","Water Service Availa Nontaxabl","80 882","84 400"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","787X","Wastewater Capacity Analysis","44 441","30 000"
"2025","EFOP","Enterprise Operating Fund","Planning and Development","8100","Interest On Pooled Invest-Cash","0","1 018 860,08"
